credential_issuer_id,canonical_name,aliases,homepage_uri,jurisdiction,review_status,created_at,updated_at
CRED-ISS-ASIS-001,ASIS International,ASIS,https://www.asisonline.org/,international,pending,2026-07-28T22:30:40Z,2026-07-28T22:30:40Z
