credential_family_id,credential_issuer_id,canonical_title,acronym,aliases,credential_type,review_status,created_at,updated_at
CRED-FAM-ASIS-PSP,CRED-ISS-ASIS-001,Physical Security Professional,PSP,Physical Security Professional (PSP)|PSP certification,certification,pending,2026-07-28T22:30:40Z,2026-07-28T22:30:40Z
